Year,Month,Group,Sub Group,Description,Rural,Urban,Combined,,
2015,April,1,1.1.04,Milk and products,8.38,7.95,8.21,,
2015,May,1,1.1.04,Milk and products,8.22,6.3,7.52,,
2015,June,1,1.1.04,Milk and products,7.88,5.73,7.1,,
2015,July,1,1.1.04,Milk and products,6.72,5.02,6.03,,
2015,August,1,1.1.04,Milk and products,5.66,4.75,5.33,,
2015,September,1,1.1.04,Milk and products,5.3,4.56,5.05,,
2015,October,1,1.1.04,Milk and products,5.03,4.39,4.79,,
2015,November,1,1.1.04,Milk and products,4.44,3.21,4.03,,
2015,December,1,1.1.04,Milk and products,4.51,2.96,3.94,,
2016,January,1,1.1.04,Milk and products,4.32,3.19,3.92,,
2016,February,1,1.1.04,Milk and products,3.9,3.18,3.66,,
2016,March,1,1.1.04,Milk and products,3.57,3.02,3.33,,
2016,April,1,1.1.04,Milk and products,3.55,3.09,3.4,,
2016,May,1,1.1.04,Milk and products,3.68,3,3.46,,
2016,June,1,1.1.04,Milk and products,3.81,2.91,3.43,,
2016,July,1,1.1.04,Milk and products,4.51,3.21,4.05,,
2016,August,1,1.1.04,Milk and products,5.05,3.28,4.36,,
2016,September,1,1.1.04,Milk and products,4.88,3.35,4.27,,
2016,October,1,1.1.04,Milk and products,5.1,3.27,4.42,,
2016,November,1,1.1.04,Milk and products,5.17,3.34,4.49,,
2016,December,1,1.1.04,Milk and products,5.01,3.5,4.4,,
2017,January,1,1.1.04,Milk and products,4.91,3.02,4.23,,
2017,February,1,1.1.04,Milk and products,4.97,3.01,4.22,,
2017,March,1,1.1.04,Milk and products,5.13,4.01,4.69,,
2017,April,1,1.1.04,Milk and products,4.87,4.69,4.81,,
2017,May,1,1.1.04,Milk and products,4.38,4.91,4.56,,
2017,June,1,1.1.04,Milk and products,3.74,4.81,4.15,,
2017,July,1,1.1.04,Milk and products,3.35,4.48,3.75,,
2017,August,1,1.1.04,Milk and products,3.03,4.61,3.65,,
2017,September,1,1.1.04,Milk and products,3.47,4.6,3.87,,
2017,October,1,1.1.04,Milk and products,4.04,4.82,4.3,,
2017,November,1,1.1.04,Milk and products,3.89,4.97,4.3,,
2017,December,1,1.1.04,Milk and products,4.11,4.81,4.37,,
2018,January,1,1.1.04,Milk and products,3.88,4.88,4.21,,
2018,February,1,1.1.04,Milk and products,3.13,4.79,3.76,,
2018,March,1,1.1.04,Milk and products,3.5,3.71,3.6,,
2018,April,1,1.1.04,Milk and products,3.41,2.93,3.21,,
2018,May,1,1.1.04,Milk and products,3.4,2.85,3.2,,
2018,June,1,1.1.04,Milk and products,3.32,2.55,3.04,,
2018,July,1,1.1.04,Milk and products,3.17,2.4,2.89,,
2018,August,1,1.1.04,Milk and products,2.94,2.1,2.59,,
2018,September,1,1.1.04,Milk and products,2.5,2.02,2.36,,
2018,October,1,1.1.04,Milk and products,0.28,1.73,0.85,,
2018,November,1,1.1.04,Milk and products,0.28,1.51,0.71,,
2018,December,1,1.1.04,Milk and products,0.35,1.51,0.78,,
2019,January,1,1.1.04,Milk and products,0.28,1.5,0.71,,
2019,February,1,1.1.04,Milk and products,0.71,1.29,0.92,,
2019,March,1,1.1.04,Milk and products,0.35,1.43,0.78,,
2019,April,1,1.1.04,Milk and products,0,1.14,0.42,,
2019,May,1,1.1.04,Milk and products,-0.21,1.21,0.28,,
2019,June,1,1.1.04,Milk and products,0,1.85,0.7,,
2019,July,1,1.1.04,Milk and products,0.35,2.2,1.05,,
2019,August,1,1.1.04,Milk and products,0.77,2.62,1.47,,
2019,September,1,1.1.04,Milk and products,1.39,2.4,1.75,,
2019,October,1,1.1.04,Milk and products,3.24,2.9,3.1,,
2019,November,1,1.1.04,Milk and products,3.66,3.04,3.46,,
2019,December,1,1.1.04,Milk and products,4.42,4.17,4.36,,
2020,January,1,1.1.04,Milk and products,5.69,5.36,5.63,,
2020,February,1,1.1.04,Milk and products,5.89,6.35,6.05,,
2020,March,1,1.1.04,Milk and products,6.46,6.48,6.47,,
2020,June,1,1.1.04,Milk and products,7.05,6.97,6.98,,
2020,July,1,1.1.04,Milk and products,6.53,6.45,6.46,,
2020,August,1,1.1.04,Milk and products,6.09,6.21,6.15,,
2020,September,1,1.1.04,Milk and products,5.42,6.07,5.64,,
2020,October,1,1.1.04,Milk and products,4.98,5.7,5.2,,
2020,November,1,1.1.04,Milk and products,4.69,5.69,5.04,,
2020,December,1,1.1.04,Milk and products,3.56,4.68,3.91,,
2021,January,1,1.1.04,Milk and products,2.39,3.42,2.73,,
2021,February,1,1.1.04,Milk and products,2.39,2.92,2.59,,
2021,March,1,1.1.04,Milk and products,1.85,2.98,2.24,,
2021,April,1,1.1.04,Milk and products,-0.39,0.32,-0.13,,
2021,May,1,1.1.04,Milk and products,0.58,0.71,0.64,,
2021,June,1,1.1.04,Milk and products,1.83,2.02,1.89,,
2021,July,1,1.1.04,Milk and products,2.48,3.13,2.74,,
2021,August,1,1.1.04,Milk and products,2.67,3.18,2.86,,
2021,September,1,1.1.04,Milk and products,2.86,3.51,3.13,,
2021,October,1,1.1.04,Milk and products,2.99,3.44,3.19,,
2021,November,1,1.1.04,Milk and products,3.31,3.5,3.37,,
2021,December,1,1.1.04,Milk and products,3.77,3.63,3.76,,
2022,January,1,1.1.04,Milk and products,4.15,3.89,4.09,,
2022,February,1,1.1.04,Milk and products,4.01,3.55,3.88,,
2022,March,1,1.1.04,Milk and products,4.85,4.5,4.71,,
2022,April,1,1.1.04,Milk and products,5.68,5.26,5.47,,
2022,May,1,1.1.04,Milk and products,5.65,5.69,5.64,,
2022,June,1,1.1.04,Milk and products,5.96,6.33,6.15,,
2022,July,1,1.1.04,Milk and products,5.86,5.63,5.78,,
2022,August,1,1.1.04,Milk and products,6.6,6.05,6.39,,
2022,September,1,1.1.04,Milk and products,7.28,6.91,7.13,,
2022,October,1,1.1.04,Milk and products,7.89,7.41,7.69,,
2022,November,1,1.1.04,Milk and products,8.3,7.96,8.16,,
2022,December,1,1.1.04,Milk and products,8.51,8.69,8.57,,
2023,January,1,1.1.04,Milk and products,8.6,9.23,8.79,,
2023,February,1,1.1.04,Milk and products,9.4,10.15,9.65,,
2023,March,1,1.1.04,Milk and products,9.26,9.41,9.31,,
2023,April,1,1.1.04,Milk and products,8.79,8.89,8.85,,
2023,May,1,1.1.04,Milk and products,9.11,8.46,8.85,,
2023,June,1,1.1.04,Milk and products,8.89,8.05,8.56,,
2023,July,1,1.1.04,Milk and products,8.6,7.9,8.34,,
2023,August,1,1.1.04,Milk and products,7.92,7.54,7.79,,
2023,September,1,1.1.04,Milk and products,7.08,6.76,6.95,,
2023,October,1,1.1.04,Milk and products,6.38,6.55,6.44,,
2023,November,1,1.1.04,Milk and products,5.75,5.8,5.75,,
2023,December,1,1.1.04,Milk and products,5.19,4.95,5.07,,
2024,January,1,1.1.04,Milk and products,4.76,4.34,4.64,,
2024,February,1,1.1.04,Milk and products,4.04,3.56,3.86,,
2024,March,1,1.1.04,Milk and products,3.5,3.2,3.38,,
2024,April,1,1.1.04,Milk and products,3.03,2.91,2.97,,
2024,May,1,1.1.04,Milk and products,2.51,2.73,2.62,,
2024,June,1,1.1.04,Milk and products,2.78,3.34,3,,
2024,July,1,1.1.04,Milk and products,2.77,3.49,3.05,,
2024,August,1,1.1.04,Milk and products,2.76,3.31,2.92,,
2024,September,1,1.1.04,Milk and products,2.81,3.3,3.03,,
2024,October,1,1.1.04,Milk and products,2.81,3.13,2.97,,
2024,November,1,1.1.04,Milk and products,2.69,3.02,2.85,,
2024,December,1,1.1.04,Milk and products,2.69,2.96,2.8,,
2025,January,1,1.1.04,Milk and products,2.79,2.95,2.85,,
2025,February,1,1.1.04,Milk and products,2.57,2.84,2.68,,
2025,March,1,1.1.04,Milk and products,2.57,2.61,2.62,,
2025,April,1,1.1.04,Milk and products,2.61,2.88,2.72,,
2025,May,1,1.1.04,Milk and products,2.82,3.69,3.15,,
2014,January,1,1.1.05,Oils and fats,2.73,-0.48,1.62,,
2014,February,1,1.1.05,Oils and fats,2.16,-0.97,1.04,,
2014,March,1,1.1.05,Oils and fats,2.92,0.1,1.91,,
2014,April,1,1.1.05,Oils and fats,3.78,0.98,2.78,,
2014,May,1,1.1.05,Oils and fats,4.56,1.97,3.66,,
2014,June,1,1.1.05,Oils and fats,4.15,2.07,3.45,,
2014,July,1,1.1.05,Oils and fats,3.95,2.37,3.45,,
2014,August,1,1.1.05,Oils and fats,3.95,2.47,3.35,,
2014,September,1,1.1.05,Oils and fats,2.79,1.77,2.47,,
2014,October,1,1.1.05,Oils and fats,2.6,1.17,2.08,,
2014,November,1,1.1.05,Oils and fats,1.47,0,0.94,,
2014,December,1,1.1.05,Oils and fats,0.64,-0.39,0.28,,
2015,January,1,1.1.05,Oils and fats,1.83,1.36,1.59,,
2015,February,1,1.1.05,Oils and fats,2.29,2.34,2.35,,
2015,March,1,1.1.05,Oils and fats,2.29,1.95,2.15,,
2015,April,1,1.1.05,Oils and fats,2.01,1.36,1.77,,
2015,May,1,1.1.05,Oils and fats,2.18,1.64,1.95,,
2015,June,1,1.1.05,Oils and fats,3.45,2.51,3.06,,
2015,July,1,1.1.05,Oils and fats,2.81,2.71,2.78,,
2015,August,1,1.1.05,Oils and fats,3.07,3.09,3.15,,
2015,September,1,1.1.05,Oils and fats,3.89,3.38,3.71,,
2015,October,1,1.1.05,Oils and fats,4.8,5.31,5,,
2015,November,1,1.1.05,Oils and fats,6.61,6.59,6.59,,
2015,December,1,1.1.05,Oils and fats,7.35,6.8,7.16,,
2016,January,1,1.1.05,Oils and fats,7.12,5.18,6.45,,
2016,February,1,1.1.05,Oils and fats,6.28,3.34,5.22,,
2016,March,1,1.1.05,Oils and fats,5.81,2.96,4.85,,
2016,April,1,1.1.05,Oils and fats,5.63,4.21,5.13,,
2016,May,1,1.1.05,Oils and fats,5.07,4.18,4.74,,
2016,June,1,1.1.05,Oils and fats,3.94,3.96,3.96,,
2016,July,1,1.1.05,Oils and fats,5.29,4.42,4.96,,
2016,August,1,1.1.05,Oils and fats,5.18,4.68,4.94,,
2016,September,1,1.1.05,Oils and fats,4.8,4.58,4.74,,
2016,October,1,1.1.05,Oils and fats,4.32,3.21,3.97,,
2016,November,1,1.1.05,Oils and fats,2.8,2.36,2.7,,
2016,December,1,1.1.05,Oils and fats,2.79,3.18,2.86,,
2017,January,1,1.1.05,Oils and fats,2.61,3.92,3.12,,
2017,February,1,1.1.05,Oils and fats,3.04,5.44,3.83,,
2017,March,1,1.1.05,Oils and fats,2.79,5.65,3.76,,
2017,April,1,1.1.05,Oils and fats,2.62,4.22,3.14,,
2017,May,1,1.1.05,Oils and fats,2.2,3.47,2.7,,
2017,June,1,1.1.05,Oils and fats,1.94,2.99,2.34,,
2017,July,1,1.1.05,Oils and fats,1.17,2.16,1.46,,
2017,August,1,1.1.05,Oils and fats,0.5,2.06,1.03,,
2017,September,1,1.1.05,Oils and fats,0.42,2.32,1.02,,
2017,October,1,1.1.05,Oils and fats,0.5,2.13,1.02,,
2017,November,1,1.1.05,Oils and fats,0.41,2.31,1.02,,
2017,December,1,1.1.05,Oils and fats,1.23,2.11,1.6,,
2018,January,1,1.1.05,Oils and fats,0.98,2.11,1.34,,
2018,February,1,1.1.05,Oils and fats,0.66,1.66,1.01,,
2018,March,1,1.1.05,Oils and fats,1.32,2.19,1.6,,
2018,April,1,1.1.05,Oils and fats,1.81,2.73,2.2,,
2018,May,1,1.1.05,Oils and fats,2.32,2.65,2.46,,
2018,June,1,1.1.05,Oils and fats,2.56,2.73,2.62,,
2018,July,1,1.1.05,Oils and fats,2.65,2.91,2.79,,
2018,August,1,1.1.05,Oils and fats,3.73,2.89,3.47,,
2018,September,1,1.1.05,Oils and fats,3.23,2.88,3.13,,
2018,October,1,1.1.05,Oils and fats,1.73,2.7,2.1,,
2018,November,1,1.1.05,Oils and fats,0.99,2.52,1.59,,
2018,December,1,1.1.05,Oils and fats,0.89,1.9,1.24,,
2019,January,1,1.1.05,Oils and fats,0.57,1.46,0.91,,
2019,February,1,1.1.05,Oils and fats,0.98,1.89,1.33,,
2019,March,1,1.1.05,Oils and fats,0.73,1.63,1.08,,
2019,April,1,1.1.05,Oils and fats,0.4,1.54,0.74,,
2019,May,1,1.1.05,Oils and fats,0.32,1.89,0.83,,
2019,June,1,1.1.05,Oils and fats,0.24,1.72,0.74,,
2019,July,1,1.1.05,Oils and fats,0.24,2.23,0.91,,
2019,August,1,1.1.05,Oils and fats,-0.24,2.13,0.57,,
2019,September,1,1.1.05,Oils and fats,0.4,2.55,1.15,,
2019,October,1,1.1.05,Oils and fats,1.7,2.63,1.98,,
2019,November,1,1.1.05,Oils and fats,2.61,2.88,2.64,,
2019,December,1,1.1.05,Oils and fats,2.66,3.9,3.03,,
2020,January,1,1.1.05,Oils and fats,6.54,6.94,6.65,,
2020,February,1,1.1.05,Oils and fats,7.74,7.6,7.7,,
2020,March,1,1.1.05,Oils and fats,7.41,7.69,7.54,,
2020,June,1,1.1.05,Oils and fats,11.18,12.06,11.54,,
2020,July,1,1.1.05,Oils and fats,12.38,11.82,12.16,,
2020,August,1,1.1.05,Oils and fats,12.59,12.09,12.45,,
2020,September,1,1.1.05,Oils and fats,13.99,12.33,13.44,,
2020,October,1,1.1.05,Oils and fats,15.76,13.96,15.17,,
2020,November,1,1.1.05,Oils and fats,19.05,15.8,17.94,,
2020,December,1,1.1.05,Oils and fats,21.41,17.44,20.05,,
2021,January,1,1.1.05,Oils and fats,20.98,17.58,19.78,,
2021,February,1,1.1.05,Oils and fats,21.99,18.92,20.85,,
2021,March,1,1.1.05,Oils and fats,26.18,22.67,24.92,,
2021,April,1,1.1.05,Oils and fats,27.79,22.64,25.91,,
2021,May,1,1.1.05,Oils and fats,32.47,27.98,30.92,,
2021,June,1,1.1.05,Oils and fats,37.77,29.57,34.78,,
2021,July,1,1.1.05,Oils and fats,34.98,27.89,32.53,,
2021,August,1,1.1.05,Oils and fats,35.97,27.9,33.07,,
2021,September,1,1.1.05,Oils and fats,37.1,28.96,34.19,,
2021,October,1,1.1.05,Oils and fats,36.73,27.97,33.57,,
2021,November,1,1.1.05,Oils and fats,32.27,24.95,29.67,,
2021,December,1,1.1.05,Oils and fats,26.49,20.4,24.32,,
2022,January,1,1.1.05,Oils and fats,20.6,15.15,18.7,,
2022,February,1,1.1.05,Oils and fats,18.09,13.2,16.44,,
2022,March,1,1.1.05,Oils and fats,20.75,15.09,18.73,,
2022,April,1,1.1.05,Oils and fats,18.38,15.24,17.28,,
2022,May,1,1.1.05,Oils and fats,13.83,12.26,13.26,,
2022,June,1,1.1.05,Oils and fats,9.3,9.52,9.36,,
2022,July,1,1.1.05,Oils and fats,7.15,8.32,7.52,,
2022,August,1,1.1.05,Oils and fats,3.77,6.17,4.62,,
2022,September,1,1.1.05,Oils and fats,-0.72,2.46,0.37,,
2022,October,1,1.1.05,Oils and fats,-3.62,0.62,-2.15,,
2022,November,1,1.1.05,Oils and fats,-2.22,2.39,-0.63,,
2022,December,1,1.1.05,Oils and fats,-0.97,3.23,0.48,,
2023,January,1,1.1.05,Oils and fats,0,4.09,1.35,,
2023,February,1,1.1.05,Oils and fats,-1.92,2.39,-0.49,,
2023,March,1,1.1.05,Oils and fats,-9.75,-4.33,-7.91,,
2023,April,1,1.1.05,Oils and fats,-13.93,-9.3,-12.33,,
2023,May,1,1.1.05,Oils and fats,-17.44,-13.25,-16.01,,
2023,June,1,1.1.05,Oils and fats,-19.65,-15.32,-18.17,,
2023,July,1,1.1.05,Oils and fats,-18.25,-14.12,-16.8,,
2023,August,1,1.1.05,Oils and fats,-16.61,-12.88,-15.33,,
2023,September,1,1.1.05,Oils and fats,-15.25,-11.71,-14.04,,
2023,October,1,1.1.05,Oils and fats,-14.87,-11.65,-13.73,,
2023,November,1,1.1.05,Oils and fats,-16.19,-12.94,-15.09,,
2023,December,1,1.1.05,Oils and fats,-16.25,-12.51,-14.96,,
2024,January,1,1.1.05,Oils and fats,-16.3,-12.47,-14.96,,
2024,February,1,1.1.05,Oils and fats,-15.19,-11.67,-13.97,,
2024,March,1,1.1.05,Oils and fats,-12.6,-10.16,-11.72,,
2024,April,1,1.1.05,Oils and fats,-10.14,-8.18,-9.43,,
2024,May,1,1.1.05,Oils and fats,-7.39,-5.6,-6.71,,
2024,June,1,1.1.05,Oils and fats,-2.99,-2.25,-2.68,,
2024,July,1,1.1.05,Oils and fats,-1.15,-1.01,-1.1,,
2024,August,1,1.1.05,Oils and fats,-0.67,-1.19,-0.86,,
2024,September,1,1.1.05,Oils and fats,2.98,1.64,2.53,,
2024,October,1,1.1.05,Oils and fats,10.97,7.13,9.57,,
2024,November,1,1.1.05,Oils and fats,14.88,10.27,13.28,,
2024,December,1,1.1.05,Oils and fats,16.38,11.42,14.6,,
2025,January,1,1.1.05,Oils and fats,17.25,12.71,15.64,,
2025,February,1,1.1.05,Oils and fats,17.92,13.48,16.36,,
2025,March,1,1.1.05,Oils and fats,18.41,14.67,17.07,,
2025,April,1,1.1.05,Oils and fats,18.83,15.04,17.42,,
2025,May,1,1.1.05,Oils and fats,19.38,15.46,17.91,,
2014,January,1,1.1.06,Fruits,11.16,9.58,10.37,,
2014,February,1,1.1.06,Fruits,12.12,10.67,11.39,,
2014,March,1,1.1.06,Fruits,13.15,12.2,12.73,,
2014,April,1,1.1.06,Fruits,15.88,15.71,15.79,,
2014,May,1,1.1.06,Fruits,16.84,16.82,16.83,,
2014,June,1,1.1.06,Fruits,15.2,16.73,15.9,,
2014,July,1,1.1.06,Fruits,17.04,18.11,17.46,,
2014,August,1,1.1.06,Fruits,17.06,22.08,19.4,,
2014,September,1,1.1.06,Fruits,17.04,20.64,18.64,,
2014,October,1,1.1.06,Fruits,13.87,16.29,15.01,,
2014,November,1,1.1.06,Fruits,10.46,11.09,10.75,,
2014,December,1,1.1.06,Fruits,11.34,10.48,10.94,,
2015,January,1,1.1.06,Fruits,12.9,8.21,10.8,,
2015,February,1,1.1.06,Fruits,10.98,6.57,9.01,,
2015,March,1,1.1.06,Fruits,9.45,5.18,7.5,,
2015,April,1,1.1.06,Fruits,6.93,3.08,5.08,,
2015,May,1,1.1.06,Fruits,6.18,1.24,3.84,,
2015,June,1,1.1.06,Fruits,5.88,0.84,3.51,,
2015,July,1,1.1.06,Fruits,3.25,-0.67,1.45,,
2015,August,1,1.1.06,Fruits,3.47,-1.96,0.92,,
2015,September,1,1.1.06,Fruits,1.93,-0.4,0.86,,
2015,October,1,1.1.06,Fruits,3.34,0.49,2.06,,
2015,November,1,1.1.06,Fruits,2.56,1.23,1.99,,
2015,December,1,1.1.06,Fruits,2.33,-1.23,0.72,,
2016,January,1,1.1.06,Fruits,0.92,-1.9,-0.4,,
2016,February,1,1.1.06,Fruits,0.77,-2.47,-0.72,,
2016,March,1,1.1.06,Fruits,0.61,-3.15,-1.1,,
2016,April,1,1.1.06,Fruits,2.91,0.38,1.74,,
2016,May,1,1.1.06,Fruits,2.98,2.06,2.56,,
2016,June,1,1.1.06,Fruits,3.15,2.42,2.79,,
2016,July,1,1.1.06,Fruits,3.9,3.16,3.53,,
2016,August,1,1.1.06,Fruits,4.47,4.38,4.38,,
2016,September,1,1.1.06,Fruits,5.22,6.85,6,,
2016,October,1,1.1.06,Fruits,3.9,5.08,4.42,,
2016,November,1,1.1.06,Fruits,3.63,5.74,4.6,,
2016,December,1,1.1.06,Fruits,3.04,7.04,4.82,,
2017,January,1,1.1.06,Fruits,3.34,8.91,5.81,,
2017,February,1,1.1.06,Fruits,6.37,10.79,8.33,,
2017,March,1,1.1.06,Fruits,6.07,14.1,9.59,,
2017,April,1,1.1.06,Fruits,2.68,5.03,3.78,,
2017,May,1,1.1.06,Fruits,1.52,1.27,1.4,,
2017,June,1,1.1.06,Fruits,2.55,1.25,1.98,,
2017,July,1,1.1.06,Fruits,3.9,1.75,2.9,,
2017,August,1,1.1.06,Fruits,5.56,5.08,5.36,,
2017,September,1,1.1.06,Fruits,6.18,3.77,5.07,,
2017,October,1,1.1.06,Fruits,6,3.99,5.05,,
2017,November,1,1.1.06,Fruits,7.6,4.28,6.04,,
2017,December,1,1.1.06,Fruits,8.55,4.41,6.63,,
2018,January,1,1.1.06,Fruits,8.75,3.24,6.24,,
2018,February,1,1.1.06,Fruits,7.71,3.12,5.62,,
2018,March,1,1.1.06,Fruits,9.45,1.24,5.71,,
2018,April,1,1.1.06,Fruits,10.3,9.01,9.72,,
2018,May,1,1.1.06,Fruits,12.34,11.91,12.11,,
2018,June,1,1.1.06,Fruits,9.37,10.93,10.06,,
2018,July,1,1.1.06,Fruits,6.53,7.39,6.91,,
2018,August,1,1.1.06,Fruits,4.32,2.52,3.51,,
2018,September,1,1.1.06,Fruits,1.56,1.82,1.68,,
2018,October,1,1.1.06,Fruits,-1.5,2.88,0.49,,
2018,November,1,1.1.06,Fruits,-2.31,3.74,0.42,,
2018,December,1,1.1.06,Fruits,-4.76,2.59,-1.48,,
2019,January,1,1.1.06,Fruits,-8.38,1.05,-4.18,,
2019,February,1,1.1.06,Fruits,-9.1,1.11,-4.55,,
2019,March,1,1.1.06,Fruits,-10.99,0.65,-5.88,,
2019,April,1,1.1.06,Fruits,-8.06,-1,-4.89,,
2019,May,1,1.1.06,Fruits,-8.76,-1.06,-5.24,,
2019,June,1,1.1.06,Fruits,-7.01,-0.85,-4.18,,
2019,July,1,1.1.06,Fruits,-4.5,3.34,-0.86,,
2019,August,1,1.1.06,Fruits,-5.76,5.19,-0.8,,
2019,September,1,1.1.06,Fruits,-4.2,7,0.83,,
2019,October,1,1.1.06,Fruits,0.83,7.96,4.08,,
2019,November,1,1.1.06,Fruits,1.6,5.16,3.22,,
2019,December,1,1.1.06,Fruits,2.92,6.28,4.52,,
2020,January,1,1.1.06,Fruits,4.94,6.8,5.76,,
2020,February,1,1.1.06,Fruits,3.61,4.45,3.96,,
2020,March,1,1.1.06,Fruits,4.19,2.8,3.56,,
2020,June,1,1.1.06,Fruits,-0.07,0.6,0.27,,
2020,July,1,1.1.06,Fruits,0.34,-0.13,0.07,,
2020,August,1,1.1.06,Fruits,1.03,0.97,1,,
2020,September,1,1.1.06,Fruits,2.36,3.94,3.14,,
2020,October,1,1.1.06,Fruits,0.55,-0.07,0.27,,
2020,November,1,1.1.06,Fruits,-0.21,0.6,0.2,,
2020,December,1,1.1.06,Fruits,1.87,3.67,2.68,,
2021,January,1,1.1.06,Fruits,4.01,6.02,4.96,,
2021,February,1,1.1.06,Fruits,4.62,7.55,5.99,,
2021,March,1,1.1.06,Fruits,6.14,9.77,7.86,,
2021,April,1,1.1.06,Fruits,9.03,10.4,9.67,,
2021,May,1,1.1.06,Fruits,11.01,12.75,11.85,,
2021,June,1,1.1.06,Fruits,10.75,12.98,11.82,,
2021,July,1,1.1.06,Fruits,7.35,10.61,8.98,,
2021,August,1,1.1.06,Fruits,5.92,7.53,6.69,,
2021,September,1,1.1.06,Fruits,3.74,3.53,3.64,,
2021,October,1,1.1.06,Fruits,4.16,5.85,4.92,,
2021,November,1,1.1.06,Fruits,5,7.08,5.96,,
2021,December,1,1.1.06,Fruits,3.4,3.74,3.54,,
2022,January,1,1.1.06,Fruits,2.23,2.22,2.26,,
2022,February,1,1.1.06,Fruits,2.85,1.62,2.26,,
2022,March,1,1.1.06,Fruits,3.59,1.46,2.54,,
2022,April,1,1.1.06,Fruits,5.67,4.21,4.99,,
2022,May,1,1.1.06,Fruits,3.51,1.16,2.33,,
2022,June,1,1.1.06,Fruits,4.54,1.52,3.1,,
2022,July,1,1.1.06,Fruits,7.55,5.03,6.28,,
2022,August,1,1.1.06,Fruits,8.67,5.98,7.39,,
2022,September,1,1.1.06,Fruits,7.47,3.91,5.74,,
2022,October,1,1.1.06,Fruits,6.29,4.02,5.2,,
2022,November,1,1.1.06,Fruits,3.85,1.43,2.68,,
2022,December,1,1.1.06,Fruits,3.09,0.76,2,,
2023,January,1,1.1.06,Fruits,3.37,2.56,2.99,,
2023,February,1,1.1.06,Fruits,6.47,6.2,6.38,,
2023,March,1,1.1.06,Fruits,7.25,7.83,7.55,,
2023,April,1,1.1.06,Fruits,2.36,1.88,2.14,,
2023,May,1,1.1.06,Fruits,0.6,0.74,0.7,,
2023,June,1,1.1.06,Fruits,0.72,2.13,1.36,,
2023,July,1,1.1.06,Fruits,2.24,4.01,3.1,,
2023,August,1,1.1.06,Fruits,2.96,5.14,3.99,,
2023,September,1,1.1.06,Fruits,5.79,9.07,7.3,,
2023,October,1,1.1.06,Fruits,7.83,10.92,9.34,,
2023,November,1,1.1.06,Fruits,9.74,12.36,11.01,,
2023,December,1,1.1.06,Fruits,10.15,12.16,11.08,,
2024,January,1,1.1.06,Fruits,8.57,8.72,8.59,,
2024,February,1,1.1.06,Fruits,4.96,4.76,4.83,,
2024,March,1,1.1.06,Fruits,3.35,2.67,3.01,,
2024,April,1,1.1.06,Fruits,5.24,5.25,5.22,,
2024,May,1,1.1.06,Fruits,6.75,6.6,6.68,,
2024,June,1,1.1.06,Fruits,7.37,6.86,7.15,,
2024,July,1,1.1.06,Fruits,4.61,3.05,3.84,,
2024,August,1,1.1.06,Fruits,6.83,6.07,6.45,,
2024,September,1,1.1.06,Fruits,8.35,6.79,7.65,,
2024,October,1,1.1.06,Fruits,10.06,6.69,8.43,,
2024,November,1,1.1.06,Fruits,9.22,6.02,7.68,,
2024,December,1,1.1.06,Fruits,9.5,7.55,8.6,,
2025,January,1,1.1.06,Fruits,13.14,11.06,12.16,,
2025,February,1,1.1.06,Fruits,15.31,14.2,14.82,,
2025,March,1,1.1.06,Fruits,16.67,15.73,16.27,,
2025,April,1,1.1.06,Fruits,14.66,13.04,13.91,,
2025,May,1,1.1.06,Fruits,13.36,12.06,12.74,,
2014,January,1,1.1.07,Vegetables,21.59,15.55,19.57,,
2014,February,1,1.1.07,Vegetables,13.28,6.29,10.95,,
2014,March,1,1.1.07,Vegetables,16.27,9.15,13.8,,
2014,April,1,1.1.07,Vegetables,16.54,10.48,14.41,,
2014,May,1,1.1.07,Vegetables,15.47,2.67,10.72,,
2014,June,1,1.1.07,Vegetables,9.58,-4.25,4.26,,
2014,July,1,1.1.07,Vegetables,16.18,7.15,12.64,,
2014,August,1,1.1.07,Vegetables,15.98,2.77,10.8,,
2014,September,1,1.1.07,Vegetables,3.12,-3.27,0.75,,
2014,October,1,1.1.07,Vegetables,-5.82,-13.02,-8.41,,
2014,November,1,1.1.07,Vegetables,-14.65,-20.54,-16.77,,
2014,December,1,1.1.07,Vegetables,-3.71,-2.62,-3.37,,
2015,January,1,1.1.07,Vegetables,6.78,13.04,8.84,,
2015,February,1,1.1.07,Vegetables,10.52,18.21,13.01,,
2015,March,1,1.1.07,Vegetables,8.57,15.98,11.09,,
2015,April,1,1.1.07,Vegetables,5.81,7.92,6.55,,
2015,May,1,1.1.07,Vegetables,3.71,6.77,4.72,,
2015,June,1,1.1.07,Vegetables,4.56,6.69,5.3,,
2015,July,1,1.1.07,Vegetables,-6.2,-10.96,-7.99,,
2015,August,1,1.1.07,Vegetables,-4.66,-9.02,-6.3,,
2015,September,1,1.1.07,Vegetables,0.06,-0.06,0.06,,
2015,October,1,1.1.07,Vegetables,1.55,3.88,2.3,,
2015,November,1,1.1.07,Vegetables,2.11,7.44,3.94,,
2015,December,1,1.1.07,Vegetables,3.71,5.67,4.41,,
2016,January,1,1.1.07,Vegetables,5.9,7.22,6.39,,
2016,February,1,1.1.07,Vegetables,2.11,-1.97,0.7,,
2016,March,1,1.1.07,Vegetables,2.11,-2.51,0.46,,
2016,April,1,1.1.07,Vegetables,5.18,4.59,4.98,,
2016,May,1,1.1.07,Vegetables,10.35,11.65,10.85,,
2016,June,1,1.1.07,Vegetables,12.8,18.4,14.81,,
